player_id,age,country,skill_level,daily_playtime_hours,sessions_per_week,is_paying_user,monthly_spend_usd,win_rate,friends_count,guild_member,days_since_last_login,complaint_count,will_churn,created_date
player_000936,32,Germany,Advanced,7.07,7,0,0.0,0.917,13,1,1,0,0,2024-12-19 14:37:56.513844
player_000937,18,India,Intermediate,1.88,12,0,0.0,0.258,16,0,3,0,0,2024-09-11 14:37:56.513941
player_000938,18,USA,Advanced,1.53,6,0,0.0,0.462,14,0,2,0,0,2024-11-18 14:37:56.514050
player_000939,28,USA,Intermediate,2.75,5,0,0.0,0.109,17,1,1,0,0,2025-01-28 14:37:56.514149
player_000940,25,India,Beginner,2.7,8,0,0.0,0.342,16,0,1,1,0,2025-06-29 14:37:56.514247
player_000941,22,Brazil,Intermediate,2.77,7,0,0.0,0.412,19,1,0,0,0,2024-12-21 14:37:56.514344
player_000942,16,USA,Advanced,1.19,6,0,0.0,0.585,18,1,8,3,1,2024-10-06 14:37:56.514443
player_000943,18,India,Beginner,0.5,11,0,0.0,0.446,19,1,2,1,0,2025-05-20 14:37:56.514542
player_000944,32,Brazil,Advanced,2.32,7,0,0.0,0.706,12,0,0,0,0,2025-04-21 14:37:56.514641
player_000945,22,India,Beginner,0.88,5,0,0.0,0.146,15,1,2,0,0,2024-11-24 14:37:56.514737
player_000946,28,India,Advanced,4.63,10,1,69.84,0.902,16,0,0,0,0,2024-10-11 14:37:56.514836
player_000947,18,Germany,Intermediate,2.95,10,0,0.0,0.707,19,1,7,2,1,2025-07-06 14:37:56.514934
player_000948,18,Germany,Intermediate,4.83,6,1,11.33,0.281,19,1,8,0,1,2024-09-01 14:37:56.515032
player_000949,28,UK,Beginner,1.71,7,1,49.45,0.281,14,1,1,1,0,2025-03-11 14:37:56.515133
player_000950,25,India,Intermediate,5.68,7,1,38.98,0.575,15,1,2,0,0,2025-05-06 14:37:56.515238
player_000951,32,USA,Intermediate,1.81,9,0,0.0,0.714,7,0,8,0,1,2025-07-06 14:37:56.515334
player_000952,35,India,Beginner,0.9,6,0,0.0,0.226,9,0,0,0,1,2025-03-13 14:37:56.515435
player_000953,25,USA,Beginner,11.56,8,0,0.0,0.208,14,1,0,0,0,2025-06-13 14:37:56.515532
player_000954,28,Brazil,Advanced,1.04,11,0,0.0,0.645,19,1,21,2,1,2025-02-22 14:37:56.515631
player_000955,28,Brazil,Intermediate,3.98,5,0,0.0,0.519,12,1,8,0,0,2024-10-11 14:37:56.515732
player_000956,32,Germany,Beginner,1.89,4,0,0.0,0.381,12,1,3,1,0,2025-01-28 14:37:56.515829
player_000957,25,Germany,Intermediate,0.91,6,1,6.63,0.751,20,1,1,1,1,2024-12-01 14:37:56.515929
player_000958,25,India,Beginner,3.0,10,1,11.45,0.174,15,1,6,2,0,2024-11-12 14:37:56.516039
player_000959,35,Brazil,Pro,2.44,8,1,48.07,0.912,15,0,0,0,0,2024-12-12 14:37:56.516138
player_000960,28,India,Intermediate,0.5,8,1,21.24,0.467,16,0,5,0,1,2025-06-23 14:37:56.516241
player_000961,22,Germany,Advanced,1.83,7,0,0.0,0.808,9,0,1,1,0,2025-05-26 14:37:56.516353
player_000962,16,Brazil,Beginner,0.5,4,1,22.42,0.365,10,1,2,0,1,2024-09-07 14:37:56.516462
player_000963,28,Brazil,Beginner,0.5,8,0,0.0,0.179,18,1,1,0,0,2025-02-01 14:37:56.516560
player_000964,16,USA,Intermediate,1.75,10,0,0.0,0.673,11,1,1,2,0,2025-02-22 14:37:56.516657
player_000965,16,UK,Intermediate,5.42,7,1,1.66,0.758,16,1,2,0,0,2025-01-12 14:37:56.516756
player_000966,28,India,Advanced,6.32,5,1,64.19,0.777,15,0,0,0,0,2024-09-23 14:37:56.516854
player_000967,35,USA,Intermediate,0.5,7,0,0.0,0.383,21,0,2,1,0,2024-11-09 14:37:56.516951
player_000968,28,USA,Beginner,1.5,6,0,0.0,0.453,15,1,0,1,0,2025-05-20 14:37:56.517048
player_000969,22,USA,Beginner,0.5,10,1,5.66,0.179,13,1,11,1,1,2025-05-11 14:37:56.517151
player_000970,28,Germany,Intermediate,2.42,11,1,23.02,0.685,15,1,0,1,0,2024-10-06 14:37:56.517251
player_000971,25,India,Intermediate,4.44,12,0,0.0,0.705,10,1,5,0,1,2025-01-17 14:37:56.517349
player_000972,18,Germany,Beginner,0.5,13,1,43.44,0.156,13,0,1,1,0,2025-05-15 14:37:56.517453
player_000973,32,USA,Advanced,4.64,12,0,0.0,0.733,19,1,2,0,0,2024-12-23 14:37:56.517553
player_000974,16,USA,Intermediate,2.81,4,0,0.0,0.79,23,1,2,1,0,2025-04-25 14:37:56.517651
player_000975,28,USA,Advanced,0.76,10,0,0.0,0.796,12,1,9,0,1,2024-11-30 14:37:56.517746
player_000976,22,Germany,Intermediate,4.06,7,0,0.0,0.621,14,1,1,1,0,2025-02-12 14:37:56.517843
player_000977,22,USA,Intermediate,1.0,3,1,36.85,0.834,18,0,0,1,0,2025-01-30 14:37:56.517941
player_000978,28,USA,Intermediate,5.75,10,0,0.0,0.618,15,0,1,0,0,2025-05-19 14:37:56.518050
player_000979,28,India,Beginner,0.5,8,0,0.0,0.276,19,0,3,0,1,2024-12-07 14:37:56.518147
player_000980,22,UK,Advanced,2.81,6,0,0.0,0.34,12,1,2,1,0,2025-02-25 14:37:56.518251
player_000981,16,Germany,Advanced,5.08,6,0,0.0,0.374,11,1,9,0,1,2025-03-12 14:37:56.518348
player_000982,28,USA,Pro,5.62,8,0,0.0,0.902,16,1,7,0,0,2024-09-04 14:37:56.518447
player_000983,35,Germany,Advanced,0.5,3,0,0.0,0.776,14,0,0,0,1,2024-09-13 14:37:56.518544
player_000984,25,USA,Intermediate,1.17,5,1,35.31,0.399,21,1,4,0,0,2025-02-13 14:37:56.518643
player_000985,22,Brazil,Advanced,0.5,9,1,9.32,0.499,17,1,2,0,0,2025-06-12 14:37:56.518742
player_000986,28,USA,Beginner,5.3,10,0,0.0,0.708,17,0,9,0,1,2024-09-10 14:37:56.518838
player_000987,32,USA,Beginner,0.58,6,0,0.0,0.354,17,1,2,0,0,2024-10-23 14:37:56.518938
player_000988,28,UK,Intermediate,0.5,9,1,14.79,0.457,8,0,1,0,1,2025-02-25 14:37:56.519036
player_000989,22,India,Advanced,2.31,4,0,0.0,0.819,21,0,0,0,0,2025-02-04 14:37:56.519134
player_000990,28,Brazil,Intermediate,5.37,5,0,0.0,0.34,22,1,4,0,0,2024-11-29 14:37:56.519232
player_000991,25,India,Beginner,1.61,8,0,0.0,0.111,11,1,1,0,0,2024-10-29 14:37:56.519341
player_000992,32,Germany,Beginner,0.5,9,0,0.0,0.257,15,0,1,0,0,2024-10-31 14:37:56.519448
player_000993,22,Germany,Advanced,0.5,9,0,0.0,0.797,10,0,1,1,1,2024-08-25 14:37:56.519545
player_000994,22,Germany,Intermediate,8.37,8,1,19.02,0.335,14,0,0,0,0,2024-08-26 14:37:56.519646
player_000995,22,Germany,Beginner,1.35,6,0,0.0,0.52,13,0,1,1,0,2024-08-29 14:37:56.519743
player_000996,32,India,Advanced,0.5,10,1,1.54,0.955,19,0,1,1,1,2025-01-25 14:37:56.519841
player_000997,35,India,Intermediate,0.57,8,0,0.0,0.826,15,1,1,0,0,2024-09-12 14:37:56.519938
player_000998,22,India,Advanced,4.09,12,1,12.53,0.525,12,1,0,1,0,2024-10-08 14:37:56.520047
player_000999,28,India,Beginner,1.59,8,1,19.13,0.27,16,1,1,0,0,2025-05-16 14:37:56.520145
player_001000,25,Brazil,Intermediate,1.45,5,1,3.32,0.544,12,1,5,1,0,2024-09-15 14:37:56.520243
player_001001,22,USA,Intermediate,2.35,7,0,0.0,0.512,14,0,0,0,0,2025-04-19 14:37:56.520346
player_001002,32,India,Intermediate,0.5,11,1,19.82,0.315,17,0,1,0,0,2024-09-19 14:37:56.520459
player_001003,18,India,Beginner,2.34,13,0,0.0,0.36,13,0,1,0,0,2025-03-20 14:37:56.520556
player_001004,28,Brazil,Advanced,1.35,6,0,0.0,0.95,22,1,1,0,1,2024-11-11 14:37:56.520655
player_001005,35,Germany,Advanced,0.88,7,0,0.0,0.425,7,1,1,0,0,2025-01-24 14:37:56.520751
player_001006,16,UK,Beginner,0.5,9,0,0.0,0.575,21,1,2,0,1,2025-04-03 14:37:56.520848
player_001007,32,India,Beginner,1.0,8,0,0.0,0.108,11,0,0,0,0,2024-09-19 14:37:56.520944
player_001008,22,USA,Intermediate,2.61,14,0,0.0,0.601,9,1,4,0,0,2024-12-01 14:37:56.521041
player_001009,28,USA,Pro,1.64,10,0,0.0,0.83,22,1,0,0,1,2025-06-07 14:37:56.521138
player_001010,22,India,Beginner,2.61,5,0,0.0,0.519,19,0,2,1,0,2024-10-01 14:37:56.521234
player_001011,16,USA,Beginner,3.56,5,0,0.0,0.324,11,1,0,1,0,2025-04-23 14:37:56.521330
player_001012,22,UK,Intermediate,1.0,6,0,0.0,0.244,11,1,3,0,0,2025-07-16 14:37:56.521431
player_001013,16,Brazil,Beginner,2.12,13,0,0.0,0.169,16,0,3,1,0,2024-10-12 14:37:56.521531
player_001014,16,Brazil,Intermediate,1.11,10,0,0.0,0.719,20,1,0,1,0,2025-05-09 14:37:56.521628
player_001015,16,Brazil,Beginner,1.32,4,0,0.0,0.368,16,1,6,0,0,2024-10-09 14:37:56.521725
player_001016,25,India,Beginner,1.93,4,0,0.0,0.377,14,1,0,1,0,2025-02-21 14:37:56.521822
player_001017,18,Brazil,Advanced,0.88,10,0,0.0,0.906,16,1,5,0,1,2024-08-24 14:37:56.521918
player_001018,22,India,Advanced,1.37,7,0,0.0,0.851,20,1,6,0,0,2025-01-21 14:37:56.522026
player_001019,18,India,Advanced,6.69,7,0,0.0,0.907,18,0,5,1,0,2025-05-28 14:37:56.522126
player_001020,32,India,Intermediate,1.49,7,1,19.45,0.398,19,1,3,0,0,2025-07-02 14:37:56.522226
player_001021,25,UK,Intermediate,1.6,10,1,0.85,0.537,12,0,2,1,0,2025-05-11 14:37:56.522323
player_001022,35,India,Intermediate,1.31,5,0,0.0,0.692,13,1,11,1,1,2024-12-02 14:37:56.522424
player_001023,35,USA,Beginner,6.79,5,0,0.0,0.654,12,1,3,0,0,2024-08-22 14:37:56.522524
player_001024,28,India,Intermediate,6.39,10,1,18.57,0.454,17,0,5,1,0,2025-02-21 14:37:56.522623
player_001025,22,USA,Advanced,0.5,6,0,0.0,0.517,21,0,3,0,1,2024-10-07 14:37:56.522721
player_001026,18,USA,Advanced,5.92,7,0,0.0,0.926,14,1,7,2,0,2024-09-20 14:37:56.522817
player_001027,22,India,Beginner,2.83,6,0,0.0,0.1,14,1,0,2,0,2024-11-04 14:37:56.522915
player_001028,18,Germany,Intermediate,3.6,7,1,57.92,0.607,18,0,2,0,0,2025-03-23 14:37:56.523014
player_001029,22,Germany,Intermediate,8.34,8,0,0.0,0.635,16,0,5,0,0,2025-01-06 14:37:56.523115
player_001030,18,Germany,Advanced,0.5,3,0,0.0,0.635,13,1,2,2,1,2024-11-05 14:37:56.523212
player_001031,32,Brazil,Beginner,3.28,11,0,0.0,0.584,17,0,0,0,0,2024-10-27 14:37:56.523313
player_001032,28,Germany,Beginner,2.85,5,0,0.0,0.695,7,0,0,0,1,2024-12-23 14:37:56.523413
player_001033,22,India,Beginner,2.69,4,0,0.0,0.363,15,1,0,0,0,2025-07-01 14:37:56.523510
player_001034,28,Germany,Advanced,0.5,15,0,0.0,0.894,12,1,2,0,1,2025-03-29 14:37:56.523608
player_001035,28,India,Intermediate,3.77,8,0,0.0,0.713,23,0,2,0,0,2025-03-28 14:37:56.523705
player_001036,22,USA,Intermediate,1.86,6,0,0.0,0.534,10,1,0,1,0,2024-10-09 14:37:56.523803
player_001037,32,Germany,Intermediate,5.18,7,0,0.0,0.475,12,1,0,1,1,2024-12-10 14:37:56.523899
player_001038,18,Germany,Beginner,5.68,10,1,1.12,0.332,14,0,1,1,0,2024-12-16 14:37:56.523998
player_001039,28,Brazil,Intermediate,0.68,1,1,43.24,0.5,14,1,5,0,0,2025-02-04 14:37:56.524107
player_001040,25,UK,Intermediate,2.49,4,0,0.0,0.897,14,1,2,0,1,2025-05-24 14:37:56.524206
player_001041,16,Brazil,Intermediate,0.65,8,1,43.96,0.465,19,0,4,2,1,2024-12-26 14:37:56.524303
player_001042,22,USA,Beginner,1.22,6,0,0.0,0.434,20,0,0,1,1,2024-08-20 14:37:56.524403
player_001043,25,India,Beginner,0.5,1,0,0.0,0.118,15,1,0,1,1,2025-06-24 14:37:56.524500
player_001044,22,India,Beginner,6.77,13,0,0.0,0.477,17,1,5,1,0,2025-01-20 14:37:56.524597
player_001045,28,India,Intermediate,1.63,6,0,0.0,0.623,13,1,7,0,0,2024-11-30 14:37:56.524701
player_001046,35,India,Advanced,1.36,6,1,23.22,0.954,14,0,10,0,1,2024-09-22 14:37:56.524808
player_001047,25,UK,Advanced,3.51,5,0,0.0,0.803,14,1,1,1,0,2024-09-09 14:37:56.524905
player_001048,22,India,Intermediate,1.69,9,0,0.0,0.657,15,0,4,0,0,2025-06-08 14:37:56.525011
player_001049,35,Brazil,Advanced,5.0,7,0,0.0,0.832,15,1,2,4,1,2025-06-11 14:37:56.525108
player_001050,32,Germany,Advanced,4.44,10,0,0.0,0.562,17,1,1,0,1,2025-04-16 14:37:56.525204
player_001051,25,USA,Intermediate,2.52,9,0,0.0,0.774,12,1,4,0,0,2025-03-22 14:37:56.525345
player_001052,25,USA,Intermediate,0.57,9,1,1.92,0.251,21,0,8,0,1,2025-05-25 14:37:56.525463
player_001053,22,Brazil,Beginner,1.44,5,0,0.0,0.548,15,0,5,1,0,2024-10-10 14:37:56.525566
player_001054,35,India,Intermediate,2.45,2,0,0.0,0.563,14,0,2,0,1,2024-12-03 14:37:56.525665
player_001055,32,India,Pro,0.5,7,0,0.0,0.934,18,0,0,0,0,2024-11-27 14:37:56.525763
player_001056,22,India,Beginner,2.87,3,0,0.0,0.635,15,1,0,0,0,2025-04-06 14:37:56.525861
player_001057,16,USA,Advanced,10.73,10,1,69.55,0.786,10,0,0,2,0,2025-04-19 14:37:56.525960
player_001058,25,India,Advanced,1.03,10,0,0.0,0.833,16,1,7,1,0,2025-06-18 14:37:56.526070
player_001059,18,India,Intermediate,0.82,6,0,0.0,0.734,18,1,2,1,0,2024-12-28 14:37:56.526168
player_001060,18,USA,Beginner,0.61,9,0,0.0,0.597,23,0,0,1,1,2025-03-23 14:37:56.526265
player_001061,35,USA,Intermediate,0.5,7,0,0.0,0.54,26,1,1,0,1,2025-07-18 14:37:56.526364
player_001062,16,UK,Intermediate,3.67,5,0,0.0,0.693,17,1,3,0,0,2024-12-18 14:37:56.526467
player_001063,35,India,Beginner,0.55,8,1,9.58,0.439,11,1,3,0,0,2025-07-13 14:37:56.526575
player_001064,35,India,Intermediate,0.5,6,0,0.0,0.407,19,1,2,1,1,2024-12-05 14:37:56.526672
player_001065,18,Brazil,Intermediate,1.07,7,0,0.0,0.588,13,1,0,0,0,2025-01-10 14:37:56.526770
player_001066,32,India,Intermediate,1.31,9,0,0.0,0.493,22,0,1,1,0,2024-12-17 14:37:56.526868
player_001067,25,India,Intermediate,1.06,8,1,18.72,0.468,14,1,2,0,0,2024-09-20 14:37:56.526967
player_001068,25,India,Beginner,1.5,8,1,9.49,0.114,11,1,3,0,0,2025-03-23 14:37:56.527067
player_001069,32,Germany,Intermediate,0.64,4,0,0.0,0.628,19,1,1,0,1,2025-05-24 14:37:56.527165
player_001070,22,India,Beginner,2.64,7,0,0.0,0.08,6,1,5,0,0,2024-12-06 14:37:56.527263
player_001071,28,India,Beginner,0.74,5,0,0.0,0.089,16,1,1,0,1,2025-07-03 14:37:56.527365
player_001072,25,India,Beginner,0.58,8,0,0.0,0.356,22,0,3,0,1,2025-07-06 14:37:56.527467
player_001073,22,Brazil,Advanced,2.22,5,0,0.0,0.617,11,1,0,1,1,2025-07-20 14:37:56.527565
player_001074,22,USA,Beginner,4.79,2,0,0.0,0.503,8,0,0,0,1,2025-02-18 14:37:56.527664
player_001075,22,Brazil,Beginner,3.79,9,0,0.0,0.229,9,1,7,0,1,2025-04-14 14:37:56.527762
player_001076,22,India,Advanced,1.69,8,0,0.0,0.671,14,1,2,0,0,2025-07-15 14:37:56.527859
player_001077,22,Brazil,Advanced,2.29,8,0,0.0,0.74,17,1,0,0,0,2025-05-06 14:37:56.527957
player_001078,22,India,Beginner,0.87,8,0,0.0,0.494,20,1,4,0,1,2025-06-30 14:37:56.528068
player_001079,18,India,Beginner,1.54,7,1,10.93,0.196,10,1,3,0,0,2025-03-05 14:37:56.528166
player_001080,28,Germany,Advanced,3.96,8,0,0.0,0.998,15,1,5,0,0,2024-11-19 14:37:56.528263
player_001081,25,India,Intermediate,0.64,7,0,0.0,0.609,12,0,1,1,1,2024-09-10 14:37:56.528360
player_001082,28,India,Advanced,0.5,9,1,21.06,0.738,17,1,11,0,1,2024-09-20 14:37:56.528461
player_001083,22,Germany,Beginner,1.59,8,0,0.0,0.529,21,0,2,0,0,2025-03-05 14:37:56.528561
player_001084,25,USA,Beginner,3.75,7,0,0.0,0.159,15,1,7,0,0,2025-02-17 14:37:56.528660
player_001085,35,India,Intermediate,7.59,10,0,0.0,0.793,19,0,0,1,0,2025-03-26 14:37:56.528761
player_001086,28,India,Intermediate,1.29,12,0,0.0,0.44,19,0,1,3,1,2025-04-15 14:37:56.528860
player_001087,28,India,Intermediate,2.33,7,0,0.0,0.628,15,1,3,0,0,2025-03-20 14:37:56.528957
player_001088,32,India,Advanced,0.98,5,0,0.0,0.795,24,1,2,0,1,2024-11-01 14:37:56.529053
player_001089,16,Germany,Beginner,2.53,8,0,0.0,0.62,16,0,2,0,0,2025-01-23 14:37:56.529152
player_001090,18,UK,Intermediate,1.3,7,0,0.0,0.563,12,1,0,1,0,2025-03-14 14:37:56.529249
player_001091,22,India,Intermediate,14.54,5,0,0.0,0.697,16,1,1,0,0,2025-03-25 14:37:56.529345
player_001092,28,USA,Beginner,0.5,8,0,0.0,0.417,12,0,1,2,1,2024-09-28 14:37:56.529445
player_001093,22,Brazil,Intermediate,1.8,7,0,0.0,0.711,12,0,0,0,0,2024-11-21 14:37:56.529542
player_001094,22,India,Beginner,0.93,4,0,0.0,0.25,12,1,2,0,1,2024-09-30 14:37:56.529640
player_001095,18,USA,Intermediate,1.0,7,0,0.0,0.369,10,0,2,0,0,2024-08-23 14:37:56.529743
player_001096,18,India,Beginner,5.51,8,0,0.0,0.671,15,1,1,0,0,2025-01-01 14:37:56.529842
player_001097,25,India,Pro,2.74,8,0,0.0,0.707,19,0,5,1,1,2025-03-04 14:37:56.529939
player_001098,28,Brazil,Beginner,2.26,11,1,24.44,0.364,15,0,2,0,0,2024-08-26 14:37:56.530048
player_001099,22,USA,Beginner,2.35,7,1,26.54,0.198,12,0,9,0,0,2025-03-02 14:37:56.530147
player_001100,35,India,Beginner,2.28,6,0,0.0,0.286,16,1,0,0,1,2025-02-22 14:37:56.530243
player_001101,18,India,Advanced,0.88,5,0,0.0,0.934,13,0,0,2,0,2024-08-24 14:37:56.530349
player_001102,28,India,Intermediate,0.88,9,0,0.0,0.602,14,1,10,0,1,2025-03-28 14:37:56.530449
player_001103,22,UK,Advanced,4.6,11,0,0.0,0.97,14,0,6,0,0,2024-10-13 14:37:56.530548
player_001104,35,Brazil,Beginner,1.78,9,1,4.12,0.633,15,1,7,0,0,2024-10-28 14:37:56.530647
player_001105,18,India,Advanced,0.64,7,0,0.0,0.862,24,0,0,0,1,2025-01-30 14:37:56.530746
player_001106,22,USA,Intermediate,3.75,5,0,0.0,0.873,18,1,2,1,0,2024-12-15 14:37:56.530843
player_001107,22,India,Advanced,0.96,8,0,0.0,0.72,16,0,3,0,0,2024-12-06 14:37:56.530940
player_001108,25,Germany,Advanced,1.33,8,1,23.64,0.746,15,0,5,1,0,2025-07-09 14:37:56.531040
player_001109,25,India,Beginner,3.01,9,0,0.0,0.565,21,0,0,1,0,2024-09-12 14:37:56.531137
player_001110,25,USA,Advanced,1.38,9,0,0.0,0.873,8,1,5,0,0,2025-02-03 14:37:56.531234
player_001111,22,Brazil,Intermediate,3.62,9,0,0.0,0.77,11,0,0,1,0,2024-09-18 14:37:56.531331
player_001112,25,USA,Beginner,7.84,9,0,0.0,0.672,15,1,14,2,1,2024-11-22 14:37:56.531431
player_001113,32,India,Beginner,1.97,9,1,89.49,0.643,15,1,1,0,0,2024-11-30 14:37:56.531530
player_001114,28,India,Beginner,0.6,10,0,0.0,0.459,16,1,1,0,0,2024-08-30 14:37:56.531630
player_001115,18,USA,Intermediate,1.51,9,1,2.6,0.62,16,1,4,2,0,2024-10-21 14:37:56.531728
player_001116,22,India,Intermediate,5.51,10,0,0.0,0.339,21,1,6,3,1,2024-09-02 14:37:56.531827
player_001117,32,Brazil,Advanced,0.82,11,0,0.0,0.882,17,0,4,0,1,2024-12-19 14:37:56.531924
player_001118,22,UK,Beginner,4.39,10,1,26.34,0.605,8,0,2,1,0,2025-07-14 14:37:56.532023
player_001119,32,Germany,Advanced,2.4,13,1,8.04,0.661,17,1,2,0,0,2025-04-11 14:37:56.532133
player_001120,18,UK,Beginner,1.99,9,0,0.0,0.219,12,1,1,0,0,2025-03-25 14:37:56.532232
player_001121,28,Brazil,Advanced,1.73,6,1,20.45,0.286,9,1,2,0,0,2024-12-14 14:37:56.532330
player_001122,25,India,Beginner,5.68,8,0,0.0,0.415,16,1,1,1,0,2025-07-03 14:37:56.532439
player_001123,25,Brazil,Beginner,0.5,6,0,0.0,0.416,9,1,3,0,0,2025-02-21 14:37:56.532540
player_001124,18,Germany,Beginner,0.5,7,1,42.79,0.493,16,0,0,1,1,2025-04-20 14:37:56.532643
player_001125,28,Brazil,Beginner,5.15,10,0,0.0,0.601,28,0,1,0,0,2024-12-13 14:37:56.532740
player_001126,16,India,Beginner,2.87,7,0,0.0,0.168,16,1,3,0,1,2024-11-08 14:37:56.532837
player_001127,25,India,Beginner,1.47,9,0,0.0,0.601,22,0,8,0,1,2024-09-04 14:37:56.532941
player_001128,25,Brazil,Advanced,4.99,9,0,0.0,0.485,20,0,8,0,0,2025-07-09 14:37:56.533039
player_001129,22,India,Beginner,0.5,18,0,0.0,0.231,9,1,6,1,1,2025-03-02 14:37:56.533137
player_001130,22,India,Advanced,0.98,8,0,0.0,0.603,10,1,3,0,0,2025-05-03 14:37:56.533236
player_001131,22,USA,Advanced,1.01,8,0,0.0,0.422,7,1,6,1,1,2025-03-08 14:37:56.533333
player_001132,22,UK,Beginner,0.89,4,0,0.0,0.608,16,1,1,0,1,2024-09-13 14:37:56.533433
player_001133,25,India,Advanced,2.25,6,1,0.89,0.502,9,0,0,0,0,2025-02-02 14:37:56.533533
player_001134,22,USA,Advanced,1.71,4,0,0.0,0.654,12,0,0,1,0,2025-06-15 14:37:56.533631
player_001135,28,USA,Beginner,2.43,5,0,0.0,0.478,15,1,0,1,0,2025-05-19 14:37:56.533727
player_001136,25,UK,Intermediate,1.14,4,0,0.0,0.651,16,0,2,1,0,2024-09-05 14:37:56.533825
player_001137,22,India,Beginner,3.06,8,0,0.0,0.347,18,1,2,1,1,2024-10-29 14:37:56.533921
player_001138,28,Brazil,Beginner,2.11,4,0,0.0,0.496,16,0,1,0,0,2025-03-22 14:37:56.534018
player_001139,18,Germany,Intermediate,3.1,12,0,0.0,0.518,15,0,17,0,1,2024-10-28 14:37:56.534126
player_001140,16,India,Beginner,3.4,4,0,0.0,0.464,15,0,1,0,1,2025-03-10 14:37:56.534223
player_001141,18,Germany,Beginner,6.83,8,0,0.0,0.153,5,1,2,0,0,2024-09-16 14:37:56.534335
player_001142,28,UK,Beginner,5.4,6,0,0.0,0.624,15,1,3,0,0,2025-01-18 14:37:56.534435
player_001143,18,India,Intermediate,2.84,8,0,0.0,0.817,15,1,0,0,0,2025-02-26 14:37:56.534532
player_001144,25,India,Intermediate,4.72,10,0,0.0,0.687,11,1,2,2,0,2025-02-08 14:37:56.534629
player_001145,22,UK,Intermediate,4.01,10,0,0.0,0.717,14,1,3,1,0,2024-10-08 14:37:56.534726
player_001146,22,Brazil,Pro,5.79,4,0,0.0,0.881,16,1,14,0,1,2025-07-07 14:37:56.534826
player_001147,18,India,Advanced,0.89,9,0,0.0,0.841,13,1,5,0,0,2024-11-06 14:37:56.534928
player_001148,25,Brazil,Intermediate,1.79,10,0,0.0,0.774,21,1,2,0,0,2025-04-15 14:37:56.535025
player_001149,22,India,Beginner,2.38,6,0,0.0,0.087,14,1,0,2,0,2025-02-16 14:37:56.535122
player_001150,18,Brazil,Advanced,4.31,11,0,0.0,0.792,12,1,2,0,0,2024-12-11 14:37:56.535220
player_001151,35,USA,Advanced,6.13,13,1,17.82,0.915,20,0,2,0,0,2024-08-30 14:37:56.535323
player_001152,18,USA,Beginner,5.17,4,1,10.48,0.403,9,1,2,1,0,2025-04-10 14:37:56.535429
player_001153,25,Germany,Advanced,1.23,7,0,0.0,0.813,23,1,3,1,0,2025-06-28 14:37:56.535530
player_001154,28,Brazil,Beginner,0.5,8,0,0.0,0.224,13,1,3,0,0,2025-05-12 14:37:56.535628
player_001155,22,Brazil,Intermediate,5.72,7,0,0.0,0.397,23,1,0,2,0,2025-03-11 14:37:56.535725
player_001156,18,India,Intermediate,0.68,5,0,0.0,0.772,23,0,1,0,1,2025-07-21 14:37:56.535823
player_001157,22,Germany,Advanced,2.86,6,0,0.0,0.969,11,0,1,0,0,2024-08-20 14:37:56.535922
player_001158,22,India,Beginner,0.64,6,1,3.53,0.071,13,1,24,0,0,2025-03-21 14:37:56.536020
player_001159,18,India,Beginner,1.61,9,0,0.0,0.464,12,1,0,0,0,2024-09-22 14:37:56.536128
player_001160,18,India,Beginner,2.75,9,1,33.93,0.493,23,1,7,1,0,2024-12-27 14:37:56.536226
player_001161,35,Germany,Beginner,1.27,9,0,0.0,0.223,17,1,0,1,1,2025-06-23 14:37:56.536323
player_001162,16,USA,Intermediate,0.5,8,0,0.0,0.759,11,1,4,0,0,2025-02-12 14:37:56.536425
player_001163,25,India,Intermediate,0.76,7,0,0.0,0.81,11,1,5,0,0,2025-01-28 14:37:56.536523
player_001164,22,USA,Advanced,7.48,6,1,14.32,0.771,11,0,0,1,0,2025-02-23 14:37:56.536621
player_001165,25,Germany,Intermediate,8.87,2,0,0.0,0.959,17,1,2,1,0,2024-12-03 14:37:56.536718
player_001166,25,Germany,Beginner,3.25,7,1,1.1,0.305,9,0,5,0,0,2024-09-12 14:37:56.536816
player_001167,25,India,Intermediate,1.01,12,0,0.0,0.333,20,0,0,0,1,2025-05-07 14:37:56.536913
player_001168,28,India,Beginner,1.27,5,0,0.0,0.53,11,0,4,0,0,2025-03-24 14:37:56.537010
player_001169,32,Brazil,Intermediate,4.33,4,1,7.96,0.236,13,1,1,1,0,2024-10-07 14:37:56.537108
player_001170,18,India,Beginner,4.56,7,0,0.0,0.349,19,1,8,0,1,2025-02-14 14:37:56.537205
player_001171,22,India,Beginner,2.41,6,0,0.0,0.099,13,1,6,1,0,2024-11-14 14:37:56.537302
player_001172,28,Germany,Advanced,6.02,10,0,0.0,0.796,9,0,4,0,0,2024-10-13 14:37:56.537403
player_001173,16,USA,Intermediate,4.74,8,0,0.0,0.641,12,1,2,0,0,2024-12-17 14:37:56.537503
player_001174,25,Germany,Intermediate,2.13,8,0,0.0,0.661,14,1,1,1,0,2024-11-17 14:37:56.537602
player_001175,22,India,Beginner,2.33,10,1,56.77,0.403,14,0,0,0,0,2025-02-07 14:37:56.537700
player_001176,22,India,Pro,1.21,5,0,0.0,0.914,15,1,8,1,1,2025-01-01 14:37:56.537800
player_001177,35,UK,Pro,0.5,7,1,15.36,0.693,22,0,1,0,0,2025-01-15 14:37:56.537899
